CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,CustomerID
Caitlyn Willis,kennethwalker@example.net,"1384 David Motorway, New Shannon, FM 12027",(347)341-7938x634,Gold,2183
Daniel Morgan,null,"4442 Robyn Lock Apt. 814, West Jeffberg, MI 27461",001-488-953-5732x204,Bronze,2184
Christopher Davis,xkerr@example.com,"3843 Scott Fort Suite 249, Thomasside, CA 56085",5179095988,Silver,2185
Sandra Carlson,jacquelineharper@example.org,"94787 Barnes Pass, Nancyhaven, WV 69781",7355317772,Silver,2186
Kimberly Hahn,matthewsmatthew@example.org,"6568 Aimee Mountain, Thompsonton, GU 97973",529.899.2616x2548,Silver,2187
Lisa Munoz,palmerdavid@example.org,"459 Lara Views Suite 095, Austinhaven, UT 20127",001-686-288-4887x80330,Silver,2188
Jennifer Winters,julianavarro@example.net,"Unit 9305 Box 2619, DPO AE 42641",(668)534-9088x73409,Gold,2189
Mary Owens,null,"471 Adam Lane Apt. 988, Sullivanborough, DC 98245",513-773-4379x56527,Bronze,2190
William Wilson,blake07@example.net,"5845 William Points, Hammondmouth, KS 23238",(721)442-5097,Silver,2191
Jessica Wilson,browndavid@example.org,"077 Blair Curve, Lammouth, HI 59671",806.730.4186x985,Silver,2192
Stephanie Black,herreraronald@example.org,"21405 Karen Path Apt. 404, Chambersville, MS 62927",643-945-1328,Bronze,2193
Brandi Harrell,simonheather@example.org,"Unit 0790 Box 0573, DPO AA 01169",+1-982-409-5773x63710,Gold,2194
Juan Turner DDS,amy07@example.net,"70366 Taylor Coves Apt. 360, Silvaland, MP 04147",829-768-3917,Silver,2195
Edward Marsh,scottrobin@example.org,"189 Ellis Circles Suite 484, West Richard, RI 87390",001-253-419-4140x82962,Silver,2196
Julia Hudson,yolandabarber@example.net,"542 Hansen Estates Suite 526, Port Robert, CO 58121",(485)898-2377x59355,Gold,2197
Christopher Tucker,robertwalters@example.net,"Unit 1424 Box 9564, DPO AA 50012",+1-690-878-5169x814,Silver,2198
Charles Herrera,ilane@example.com,"020 Valentine Views Suite 088, Bryantland, VI 45315",399-209-3528x10617,Bronze,2199
Justin Carr,jonathan81@example.com,"998 Beard Harbor, Martinezside, CO 72328",(886)717-1009x280,Gold,2200
Erin Knox DVM,jeffreymorales@example.com,"53009 Heather Mills Suite 807, West Maria, OK 56404",+1-896-772-0644x8462,Silver,2201
Steven Douglas,reynoldsgrant@example.org,"18932 Connie Pass, Gregoryburgh, VT 65739",001-281-352-6185,Silver,2202
Andrew Hughes,christophermoon@example.com,"37413 Nancy Rapids, West Kayleefurt, DC 87804",(913)560-7375x00770,Silver,2203
Laura Carr,lisaavery@example.com,"2318 Bennett Expressway Apt. 797, Walkerhaven, RI 22545",981.574.2617x8514,Silver,2204
Jennifer Garcia,norma74@example.com,"4540 Richard Canyon Suite 010, Torresborough, MT 90479",+1-643-741-1046,Gold,2205
Shawn Green,burtonmichael@example.net,"500 Baker Plains, Gabrielfurt, PW 46453",(762)352-2196,Bronze,2206
Mr. Joe Wright,clarkjennifer@example.com,"806 Eric Way, New Eric, OK 31318",+1-767-723-2143x4378,Silver,2207
Lisa Ross,victorpeterson@example.net,"6399 Isaac Center Suite 189, South Jenniferport, MT 71568",001-855-515-3654,Silver,2208
Cynthia Christian,bryanstout@example.net,"3210 Miller Pike, Villegastown, NY 83162",4424778888,Silver,2209
Cynthia Morrison,rvalentine@example.com,"92700 Brandy Squares Apt. 274, Joshuafort, MH 75064",+1-831-347-8018x269,Gold,2210
Elizabeth Tate,jschroeder@example.com,"31832 William Brooks Apt. 599, Petersonburgh, GA 98127",(565)743-8903x6384,Bronze,2211
Nicole Lopez,andrew79@example.org,"1810 Thomas Street Suite 846, Johnville, MD 47767",(377)643-3451x34649,Silver,2212
Phillip Thompson,pmorales@example.net,"2031 Adrian Key Apt. 680, Haleyburgh, NJ 31201",215-349-9217,Silver,2213
Brandi Coffey,melissarussell@example.org,"453 Orozco Via Suite 887, Melissachester, DC 44893",+1-609-917-0009x29321,Gold,2214
Blake Burton,lori14@example.net,"8949 Gates Parkway Suite 498, South Tracey, DE 70259",536-322-9865,Gold,2215
Caitlin Tate,null,"340 Brown Station Apt. 891, North Briannachester, CO 30000",394-380-7523x696,Gold,2216
Melinda Walters,njackson@example.net,"62422 Hogan Streets Suite 445, Port Lorrainehaven, MT 37863",929.920.7115x6030,Bronze,2217
Andrea Hood,samantha35@example.com,"35974 Jennifer Junction Apt. 336, Ryanstad, AK 18319",(281)417-5542x37593,Silver,2218
Timothy Johnson,null,"5854 Joshua Parks Suite 026, Hansenbury, CO 86714",+1-834-415-0266x901,Bronze,2219
Mario Rogers,lcain@example.com,"42765 Jones Ports, East Derrickview, NE 69957",001-758-381-9577x895,Silver,2220
Linda Ballard,stephanieknapp@example.com,"6123 Morris Estate Suite 842, Port Geraldport, SC 48802",411.250.7235,Gold,2221
Edward Ferguson,briangilmore@example.org,"016 Stout Grove Apt. 242, Darrylberg, OR 07239",335.628.3665,Silver,2222
Andrew Branch,nathan23@example.com,"5688 Davis Flat, Nicoleville, ID 88282",(353)331-1769,Silver,2223
Alexander Fuller,rmartinez@example.org,"24112 Mark Coves Suite 325, Averystad, DC 56640",(701)764-4254x35940,Silver,2224
Jacqueline Hodges,null,"9577 Anderson Track, West Valerie, PA 11555",001-898-835-8144x1377,Bronze,2225
Frederick Lowe,mariah09@example.org,"852 Mathis Grove Apt. 754, West Malikshire, ME 16893",+1-790-924-2050x96066,Bronze,2226
Tiffany Spencer,sabrina65@example.net,"90176 Ashley Valleys, Rebeccahaven, PR 21230",+1-919-470-5699x19488,Silver,2227
Brandon Rojas,franklindarrell@example.org,"399 Cruz Locks Apt. 277, Lake Bryantown, PA 59113",366.469.3262,Bronze,2228
Todd Parker,tarnold@example.net,"733 Frank Spurs, East Jamesburgh, NV 01278",694-392-9603x63326,Silver,2229
Alex Riley,williamsjoseph@example.org,"2833 Marco Mews Apt. 950, North Amandastad, MA 80806",821.454.7935,Bronze,2230
Courtney Anthony DVM,sharon23@example.org,"31186 Joel Drive Suite 176, Smithside, NE 74370",001-270-756-9363x908,Gold,2231
Julie Woods,mtorres@example.com,"PSC 0144, Box 6800, APO AA 78332",+1-310-332-7836x22520,Bronze,2232
Katelyn Hunt,caitlinflores@example.org,"1270 Clark Groves Suite 793, Mckeetown, WV 06327",999-745-8686x974,Silver,2233
Scott Barnes,brianhayes@example.org,"2005 Owen Flats Apt. 500, Ryanport, IL 65365",6207289358,Bronze,2234
Jonathan Rodriguez,yhughes@example.com,"1359 Rodriguez Mills Apt. 236, Port Vincentbury, CO 61659",898.593.1749,Gold,2235
Kathleen Harris,hwilliams@example.org,"65957 Jimmy Green Suite 915, Karenfort, KS 78585",496.843.5262x8238,Bronze,2236
Isabella Sullivan,barbara45@example.org,"2960 Tony Crossing, East Michelleberg, WA 34647",001-954-411-7283x16219,Gold,2237
Rebecca Shea,andreasimon@example.net,"64492 Jacob Skyway Suite 009, South Joehaven, LA 79767",431.226.5044,Gold,2238
Shannon Arnold,morrisrichard@example.net,"1754 Lopez Trail Apt. 769, East Timothy, SD 66722",(838)934-4624,Gold,2239
Martin Everett,null,"99151 Rebecca Common Apt. 025, Williamsshire, MI 44289",+1-725-402-4920,Gold,2240
Scott Patterson,maria31@example.org,"258 Debra Place Apt. 768, Lake Drewside, UT 22763",401-233-0405,Gold,2241
Madison Wells,marysexton@example.com,"44464 Smith Roads, East Seanmouth, SD 83587",(896)453-6083x10054,Gold,2242
Mr. Christopher Perez Jr.,christopherhanson@example.net,"PSC 0279, Box 3372, APO AP 71277",001-979-712-0208x0801,Bronze,2243
Janet Cox,ccampos@example.net,"3835 Porter Trail, Lammouth, KY 83913",+1-393-995-7131x3600,Bronze,2244
Michael Giles,jennifer25@example.net,"16493 Christine Skyway Apt. 159, West Donnaland, MN 88510",312.821.7234x522,Gold,2245
Karl Bernard,solisdaniel@example.net,"71876 Vanessa Mill, South Jenniferside, NY 81186",633-647-9107x7067,Silver,2246
Julie Cruz,cody84@example.org,"1780 Jonathan Land Suite 760, Lake Reneeborough, FL 50971",(900)273-2670x48589,Gold,2247
Michael Haney,perezcatherine@example.com,"358 Harmon Villages, New Jacobborough, CA 02702",+1-836-721-5754x6595,Gold,2248
Robert Perez,maria96@example.net,"87221 Kevin Rue Suite 783, Doughertyhaven, HI 91150",805.560.3103,Silver,2249
Jeffrey White,cbrown@example.com,"7972 Danielle Highway, Brandonville, FL 39707",(683)997-0083x562,Gold,2250
Ann Ryan,sdillon@example.com,"154 Nguyen Port Suite 129, Port Stephanie, PA 47689",419-354-5039,Silver,2251
James Neal Jr.,alexandergregory@example.org,"6027 Fowler Creek Suite 392, Mathisside, PR 11623",2448333991,Bronze,2252
Anthony Caldwell,patricia87@example.net,"PSC 0876, Box 0145, APO AE 79086",+1-301-957-0200x505,Silver,2253
Michael Torres,jody76@example.net,"490 Peggy Mill Suite 685, Kristinaberg, CO 80801",9586566853,Silver,2254
Lori Lopez MD,schneiderpaul@example.com,"2935 Vaughn Ford, South Codyburgh, SD 02957",+1-747-620-7026x0114,Silver,2255
Joseph Henderson,pclayton@example.net,"753 Lauren Brooks Apt. 323, Port Stephenfurt, MI 53279",905.800.8762,Gold,2256
William Werner,hernandezsharon@example.com,"13587 Davis Wall, Nicholasburgh, SD 39617",743.999.5223x55155,Bronze,2257
John Hicks,smithkenneth@example.com,"62430 Bridget Plaza, West Sueville, MT 26941",9875945258,Gold,2258
Luke Robbins Jr.,null,"40886 Gerald Causeway, North Nicoleville, NM 35158",(493)718-3594,Silver,2259
Kyle Burton,jacoblowe@example.org,"38721 Brianna Mill, West Tara, PA 04938",705.493.7217x5101,Gold,2260
Keith Ward,renee26@example.org,"03435 Johnson Village Apt. 247, Richardtown, TN 12776",539.720.3428,Bronze,2261
Michelle Nunez,omccullough@example.com,"2297 Keller Lights Suite 487, South Brian, MN 89350",(893)770-8837,Silver,2262
Jimmy Ellis,ericmartinez@example.com,"34899 Nelson Loaf, Port Lisatown, WA 89301",9167293071,Gold,2263
Connie Travis,qdavis@example.net,"439 Moran Vista Apt. 351, North Christopher, TN 13180",696.693.7145x2600,Silver,2264
Kara Smith,david65@example.net,"729 Karen Causeway Apt. 902, Port Justintown, PR 06598",(335)939-7850x97389,Silver,2265
Marissa Russell,houstonantonio@example.org,"569 Cantu Glen Apt. 740, South Feliciaberg, PR 44745",957.862.6614x4569,Gold,2266
Melissa Vasquez,lawrencejerome@example.com,"770 Smith Brooks, Port Phillipport, LA 97185",370-304-1380x42966,Gold,2267
William Marks,michealmiddleton@example.net,"82785 Joanna Lodge Apt. 289, Williamland, MT 89891",+1-462-709-3640,Silver,2268
Jeffery Bell Jr.,clopez@example.net,"863 James Walks, Lake Timothy, FM 72441",395.398.0614x689,Gold,2269
Michael Day,null,"9903 Olson Garden, East Shanetown, OR 47179",521.369.2682x321,Bronze,2270
Sabrina Wilson,meghanellis@example.com,"59718 Melinda Ways, Steveville, OH 95569",(332)392-3130,Bronze,2271
Brandon Mueller,petersongabriela@example.com,"521 Huber Keys Apt. 472, East Christopher, WA 82576",001-631-859-9637x6771,Gold,2272
Tristan Acosta,griffinbridget@example.org,"2167 Carter Isle, Alvarezstad, DC 07539",(424)505-2654,Silver,2273
Chad Hodges,anthonymorrison@example.net,"05342 Pena Spur, Bakerville, IN 77097",+1-333-712-1117x383,Silver,2274
Amanda Knight,null,"07102 Lisa Walk, Duncanside, VA 20371",(903)582-5131x01995,Silver,2275
Patrick Foster,robintyler@example.com,"630 Bill Inlet, Proctortown, SC 95812",508.717.5385,Silver,2276
Randall Spencer,dakota76@example.org,"USNS Diaz, FPO AA 22263",909.939.2051x84192,Silver,2277
Leslie Williamson,sheena17@example.org,"48895 Daniel Fort, Mckinneyside, AR 69350",255.656.2574x5922,Silver,2278
Joseph Winters,hstewart@example.com,"9981 Pope Island, North Samantha, CT 14838",(694)908-1939x5526,Gold,2279
Gerald Evans,zcordova@example.com,"11073 Jessica Glens, Dillonside, NE 45396",(266)352-7203,Silver,2280
Linda Anderson,sheri55@example.net,"09758 Joseph Highway, Williamsborough, NY 30847",+1-261-596-9247,Gold,2281
Lisa Lawson,null,"9018 Pearson Glens, West Sarah, NM 75993",334.605.7567x9502,Bronze,2282
Jason Allen,johnlamb@example.org,"7583 Tracy Turnpike Suite 083, West Brandonfurt, OH 54689",+1-464-556-7075x67501,Bronze,2283
Amy Clarke,riversjennifer@example.org,"9300 Joshua Burg, Rushton, ME 68458",737.823.5597,Gold,2284
Charles Grant,marylewis@example.org,"815 Samantha Walk, West Paul, DE 85679",743-525-8306x6826,Silver,2285
Vincent Nguyen,thomasellison@example.net,"3919 Alyssa Island, Port Debraburgh, VT 25416",+1-880-352-6111x327,Gold,2286
Justin Gardner,debbieperez@example.net,"35339 Reynolds Ridges, Banksside, HI 07258",001-950-772-4972x17954,Gold,2287
Renee Soto,williamhernandez@example.net,"87141 Joseph Track Suite 780, Francisfort, KY 79361",001-453-490-8313x088,Silver,2288
Jason Torres,bbrown@example.net,"2278 Patrick Walks, North Kristabury, VT 85584",001-922-309-5101,Bronze,2289
Ashley Thornton,morrislaura@example.com,"16379 Stephen Fall Suite 487, South Richard, FM 23350",4763052872,Bronze,2290
Joshua Taylor,williamthompson@example.com,"8998 Keith Park, Butlermouth, DC 78507",550.502.9257x7907,Gold,2291
Mikayla Johnson,reillychristopher@example.org,"PSC 1330, Box 0670, APO AP 96814",001-381-631-9201x8254,Silver,2292
Jeremy Rojas,rileymanuel@example.org,"67511 Jaclyn Points Apt. 574, Stephaniemouth, ID 86951",(773)439-0616x161,Gold,2293
Nathan Lambert,brandonanderson@example.net,"2643 Valerie Parks, Shermanville, NH 84547",(415)701-1093x0769,Bronze,2294
Caleb Willis,egonzales@example.com,"972 Debra Throughway, Marymouth, SD 47256",441-434-4013,Gold,2295
Jason Torres,brittany55@example.com,"23252 Matthews Port, Ericview, AK 27968",001-233-662-6452x08442,Gold,2296
Nancy Long,nelsonandrew@example.net,"829 Olivia Hill, Lake Brianmouth, LA 60557",667-200-6242x42514,Silver,2297
Allison Duncan,brownsamuel@example.org,"USNV Brandt, FPO AA 45300",5716255284,Gold,2298
Jennifer Morgan,anna06@example.org,"9008 Sue Light, Amandaside, DC 33627",752-223-5129x343,Gold,2299
Connie Mitchell,null,"665 Smith Throughway, New Julia, SD 58387",001-873-399-5502x80953,Bronze,2300
Monica Allen,suzanneperez@example.org,"5686 Catherine Islands Suite 814, Michaelmouth, NV 72296",964-726-0467x773,Bronze,2301
Matthew Powell,chaley@example.org,"929 Chandler Vista Apt. 556, Port Angela, ME 97008",896-425-5088,Gold,2302
Michael Freeman,fbarker@example.com,"5139 Elliott Squares, East Aaron, OK 83185",001-691-655-3868x7641,Bronze,2303
Christopher Smith,coxelizabeth@example.org,"9489 Cruz Harbor, Lake Timothy, IA 94749",884.446.6183,Gold,2304
Joel Harrell,diana76@example.net,"87370 Jefferson Springs, Beckyside, CA 63512",242.330.9797x1868,Gold,2305
Willie Allen,vallen@example.com,"54683 Richard Run, New Keithchester, MH 55730",348-248-8244x836,Gold,2306
Samuel Taylor,stanley60@example.com,"334 Norton Lake Suite 266, East Albert, UT 51714",802.391.3297x6828,Bronze,2307
Lauren Hamilton,guzmandiana@example.net,"37690 Ramos Ports, North Paul, OR 63211",(207)899-5927,Bronze,2308
Ashley Conley,null,"557 Joshua Cape Apt. 117, Port Alyssatown, MH 75845",661-464-1605,Bronze,2309
Diana Reilly,qharmon@example.com,"Unit 0137 Box 2434, DPO AA 52713",6385276643,Gold,2310
Luis Perry,vmaxwell@example.com,"273 Porter Valleys Suite 623, Robertberg, OK 36514",994-790-7516x2627,Silver,2311
Haley Martinez,null,"32838 Kaylee Common, Ericbury, DC 31206",001-945-625-2415,Bronze,2312
Jennifer Thompson,kenneth53@example.com,"928 Williams Lake, Schneiderport, LA 26582",(924)297-8589,Bronze,2313
Pamela Henderson,webstermax@example.com,"02283 Thomas Ports, South Christopher, MI 97304",(355)854-4955,Bronze,2314
Jeffrey Lin,yramirez@example.net,"915 Amy Gateway Suite 838, Jamesstad, VT 46258",+1-552-831-4531,Bronze,2315
Mary Wallace,traci10@example.com,"9224 Hannah Branch, Port Robert, TN 38312",677.616.2692x76967,Gold,2316
Steven Miller,jessicamoody@example.org,"249 Stacey Street Apt. 246, East Bryan, DC 83659",(436)537-8951x09927,Gold,2317
Mason Garza,pgoodman@example.com,"41046 Collins Mountains, West Thomas, KY 73878",834.317.0408x1962,Silver,2318
Emily Harris,teresawatson@example.net,"3196 Theresa Lock, Bridgetland, TN 89844",682-465-8916,Gold,2319
Melinda Clark,rgonzalez@example.net,"9542 Sarah Street Apt. 170, East Ashley, GA 13810",856.316.9903,Bronze,2320
William Alvarez,monica03@example.com,"65893 James Knoll Apt. 949, Stephanieport, MS 16879",(448)895-6605,Silver,2321
Tyler Shaw,livalerie@example.net,"1907 Amanda Hills Apt. 203, Chelseaside, VA 89097",001-987-660-4266x563,Silver,2322
Faith Brown,howellkenneth@example.org,"750 Moss Villages, Jamestown, MS 44300",344-227-0010x6521,Bronze,2323
Michelle Castillo,hmoore@example.com,"06601 Johnson Walks Suite 088, Port Davidfort, NC 72751",634-601-8445x477,Silver,2324
Heidi Reyes,christine64@example.com,"5165 Jeffrey Port, New Evan, ND 63052",001-808-978-4626x67499,Silver,2325
Jennifer Simmons,deborah39@example.org,"PSC 6892, Box 3598, APO AE 71623",+1-218-522-0753x8083,Bronze,2326
Karen Calhoun,sierramarshall@example.com,"445 Allen Land, Kingborough, MD 99335",935-685-1953x76220,Gold,2327
Jennifer Hart,faith34@example.net,"05481 Holly Gateway Apt. 263, Lake Logan, VT 98957",(937)652-2285,Silver,2328
Dustin Lee,rubenrichards@example.org,"1445 Martin Plains Suite 328, Howardchester, VT 39055",+1-643-434-8227,Bronze,2329
Jordan Figueroa,mayovernon@example.org,"06488 Carroll Stravenue Apt. 477, Francishaven, ND 03374",991.848.1694x760,Bronze,2330
Heather Stokes,hburke@example.net,"4739 Andrew Springs, Riggsview, NE 08558",904-267-4885x3472,Gold,2331
Shelby Shea,romanralph@example.net,"41784 Lydia Plaza, West Joycemouth, ND 43430",558.858.7648x82288,Gold,2332
Rachel Shaw,slewis@example.net,"46710 Hopkins Camp, Samanthashire, MS 47024",001-828-704-1519x997,Gold,2333
Edward Hodge,elizabethsmith@example.net,"0836 John Plaza, Port Rachelhaven, WY 16061",001-820-235-1589x3769,Silver,2334
Ariel Oliver,marcodouglas@example.org,"9932 Hartman Hills, Carolton, TN 64741",977.452.9325,Gold,2335
Kevin Lopez,renee90@example.net,"694 Montgomery Cliffs Apt. 577, Davisfort, CA 72425",(218)557-8752,Silver,2336
Jose Wright,weberjared@example.org,"5443 Perez Spring Apt. 157, East Jill, AR 43951",(301)201-4234x9312,Bronze,2337
Isaac Ward,ymiranda@example.net,"3926 Cooley Common, Andrewshire, MD 33866",+1-645-575-9572x3122,Gold,2338
Jaclyn Simpson,sarahreeves@example.net,"6388 Gibson Shoal Apt. 398, Dylanshire, TX 43869",+1-661-474-4148x18557,Gold,2339
Jacob Anderson,hollyfowler@example.org,"320 Valerie Summit Apt. 851, Port James, MN 35847",(282)681-9421,Bronze,2340
Christina Spears,princebrenda@example.net,"57563 Christopher Crescent Suite 812, West Richard, MH 54674",424.600.5876,Bronze,2341
Grace Bryant,sandracampbell@example.com,"3000 Kim Dam, Cameronport, ME 50409",676-753-8808,Gold,2342
Kevin Adams MD,null,"1518 Taylor Roads Suite 250, North Erikchester, NC 56696",(378)692-0842,Bronze,2343
Thomas Cohen,cranelinda@example.com,"28911 Anne Green Suite 549, Jessehaven, DC 79353",001-547-237-5059x34331,Bronze,2344
Mary Stark,richardhenderson@example.net,"5360 Anna Islands, Wellsbury, MO 75228",221.263.6683,Bronze,2345
Eric Marks,adam76@example.org,"1550 William Radial, Hillberg, KS 75718",3425591531,Gold,2346
Danielle Johnson MD,lbaker@example.org,"89453 Santiago Isle, East Alyssa, NJ 43515",2949436221,Silver,2347
Monica Stephens,null,"4073 Gonzalez Flats, Jacquelinebury, AK 46848",351.308.9958x69616,Bronze,2348
Mckenzie Diaz,williamsdonna@example.com,"55363 Phelps Glens, South Brandon, MS 45300",951.732.7692x96244,Silver,2349
Katherine Branch,kwelch@example.org,"2902 Parker Trail Apt. 684, Byrdshire, MN 54626",001-428-871-5898x07314,Silver,2350
Connor Goodman,imoss@example.com,"61594 Ellis Rue Suite 830, Charleston, WY 64025",298-249-3222,Silver,2351
Derrick Preston,hickmanjason@example.com,"3016 Parker Center Apt. 595, Masonview, TX 82113",001-631-418-2275x460,Bronze,2352
Frederick Baker,taylorbeck@example.net,"USNS Ball, FPO AE 33226",(441)410-2425,Bronze,2353
Victoria Summers,jefferydickson@example.org,"Unit 1532 Box 3644, DPO AP 43719",(995)505-3780x43419,Silver,2354
Ryan Pearson,qlee@example.org,"905 Gordon Forks Apt. 279, Michellefort, SD 82088",001-507-945-9443,Bronze,2355
